epoch	n_rustc	sum_rss_mb	max_rss_mb	max_crate	avail_mb	swap_used_mb
1789180101	1	8704	8704	warp	30152	269
1789180103	1	8812	8812	warp	30048	269
1789180105	1	8822	8822	warp	30040	269
1789180107	1	9642	9642	warp	29138	269
1789180109	1	10230	10230	warp	28549	269
1789180111	1	10688	10688	warp	28026	269
1789180113	1	11169	11169	warp	27491	269
1789180115	1	11465	11465	warp	27147	269
1789180117	1	11658	11658	warp	26887	269
1789180119	1	12060	12060	warp	26587	269
1789180121	1	12261	12261	warp	26425	269
1789180123	1	12418	12418	warp	26131	269
1789180125	1	12528	12528	warp	25951	269
1789180130	1	12378	12378	warp	25944	269
1789180132	1	12328	12328	warp	25921	269
1789180134	1	12264	12264	warp	25927	269
1789180136	1	12448	12448	warp	25871	269
1789180138	1	12222	12222	warp	26049	269
1789180140	1	12438	12438	warp	25890	269
1789180142	1	11964	11964	warp	26292	269
1789180144	1	11936	11936	warp	26285	269
1789180146	1	7791	7791	warp	29648	269
1789180148	1	5865	5865	warp	31409	269
1789180150	1	3929	3929	warp	33343	269
1789180152	1	5961	5961	warp	32117	269
1789180154	1	7588	7588	warp	30580	269
1789180156	1	9082	9082	warp	28667	269
1789180159	1	9612	9612	warp	27693	269
1789180163	1	9806	9806	warp	27605	269
1789180165	1	10289	10289	warp	27337	269
1789180167	1	10676	10676	warp	27091	269
1789180170	1	10549	10549	warp	27193	269
1789180172	1	10491	10491	warp	27275	269
1789180174	1	10357	10357	warp	27470	269
1789180176	1	10175	10175	warp	27653	269
1789180178	1	10243	10243	warp	27645	269
1789180180	1	10369	10369	warp	27468	269
1789180183	1	10083	10083	warp	27785	269
1789180185	1	9917	9917	warp	28013	269
1789180187	1	10015	10015	warp	27904	269
1789180189	1	9930	9930	warp	27983	269
1789180191	1	10000	10000	warp	27924	269
1789180193	1	9604	9604	warp	28292	269
1789180197	1	9290	9290	warp	28636	269
1789180200	1	8500	8500	warp	29338	269
1789180202	1	7903	7903	warp	29969	269
1789180204	1	7083	7083	warp	30719	269
1789180206	1	6088	6088	warp	31671	269
1789180208	1	5990	5990	warp	31776	269
1789180210	1	5630	5630	warp	32102	269
1789180212	1	5707	5707	warp	32113	269
1789180214	1	5292	5292	warp	32492	269
1789180216	1	4659	4659	warp	33073	269
1789180218	1	4670	4670	warp	33129	269
1789180220	1	4654	4654	warp	33157	269
1789180222	1	4654	4654	warp	33213	269
1789180224	1	4595	4595	warp	33291	269
1789180226	1	4228	4228	warp	33699	269
1789180228	1	4206	4206	warp	33768	269
1789180232	1	4177	4177	warp	33844	269
1789180234	1	4175	4175	warp	33879	269
1789180236	1	4200	4200	warp	33892	269
1789180238	1	4224	4224	warp	33873	269
1789180240	1	4252	4252	warp	33869	269
1789180242	1	4275	4275	warp	33861	269
1789180244	1	4298	4298	warp	33855	269
1789180246	1	4318	4318	warp	33837	269
1789180248	1	4350	4350	warp	33818	269
1789180250	1	162	162	warp_oss	37374	269
