epoch	n_rustc	sum_rss_mb	max_rss_mb	max_crate	avail_mb	swap_used_mb
1789003217	1	11871	11871	warp	26019	400
1789003219	1	12060	12060	warp	25713	400
1789003221	1	11461	11461	warp	26119	400
1789003223	1	10164	10164	warp	27377	400
1789003225	1	10161	10161	warp	27301	400
1789003227	1	8283	8283	warp	29190	400
1789003229	1	8365	8365	warp	29066	400
1789003231	1	6757	6757	warp	30674	400
1789003233	1	6226	6226	warp	31242	400
1789003235	1	5654	5654	warp	31787	400
1789003237	1	5228	5228	warp	32274	400
1789003239	1	4206	4206	warp	33187	400
1789003243	1	3231	3231	warp	34245	400
1789003245	1	3246	3246	warp	34319	400
1789003247	1	3274	3274	warp	34374	400
1789003249	1	3333	3333	warp	34402	400
1789003252	1	3377	3377	warp	34393	400
1789003254	1	3418	3418	warp	34403	400
1789003256	1	1039	1039	warp	36741	400
1789003258	1	163	163	warp_oss	37054	400
1789003260	1	2441	2441	warp_oss	36617	400
