epoch	n_rustc	sum_rss_mb	max_rss_mb	max_crate	avail_mb	swap_used_mb
1789004162	1	8642	8642	warp	29026	400
1789004164	1	9516	9516	warp	28197	400
1789004167	1	10224	10224	warp	27262	400
1789004169	1	10664	10664	warp	26825	400
1789004171	1	10657	10657	warp	26912	400
1789004173	1	10813	10813	warp	26874	400
1789004175	1	10788	10788	warp	26839	400
1789004179	1	11048	11048	warp	26650	400
1789004181	1	11221	11221	warp	26472	400
1789004183	1	11087	11087	warp	26440	400
1789004185	1	11181	11181	warp	26396	400
1789004187	1	11154	11154	warp	26407	400
1789004189	1	11147	11147	warp	26378	400
1789004191	1	11192	11192	warp	26404	400
1789004193	1	11350	11350	warp	26329	400
1789004195	1	11509	11509	warp	26163	400
1789004197	1	11385	11385	warp	26759	400
1789004199	1	11443	11443	warp	26489	400
1789004202	1	11632	11632	warp	26285	400
1789004204	1	10939	10939	warp	27021	400
1789004206	1	10285	10285	warp	27863	400
1789004208	1	9861	9861	warp	28316	400
1789004210	1	9052	9052	warp	29067	400
1789004214	1	9078	9078	warp	28953	400
1789004216	1	9495	9495	warp	28422	400
1789004218	1	9229	9229	warp	28446	400
1789004220	1	8939	8939	warp	29094	400
1789004222	1	8979	8979	warp	29116	400
1789004224	1	8884	8884	warp	28970	400
1789004226	1	8973	8973	warp	28903	400
1789004228	1	8961	8961	warp	28745	400
1789004230	1	8970	8970	warp	28739	400
1789004232	1	8999	8999	warp	28778	400
1789004234	1	9109	9109	warp	28699	400
1789004237	1	9118	9118	warp	28639	400
1789004239	1	9184	9184	warp	28624	400
1789004241	1	9103	9103	warp	28674	400
1789004243	1	9168	9168	warp	28524	400
1789004245	1	9198	9198	warp	28438	400
1789004249	1	9260	9260	warp	28406	400
1789004251	1	9313	9313	warp	28448	400
1789004253	1	9327	9327	warp	28419	400
1789004255	1	9393	9393	warp	28461	400
1789004257	1	9280	9280	warp	28378	400
1789004259	1	7599	7599	warp	29932	400
1789004261	1	7646	7646	warp	29918	400
1789004263	1	7565	7565	warp	29966	400
1789004265	1	7666	7666	warp	29904	400
1789004267	1	7603	7603	warp	29955	400
1789004269	1	7627	7627	warp	29915	400
1789004272	1	7657	7657	warp	29838	400
1789004274	1	7574	7574	warp	29957	400
1789004276	1	7549	7549	warp	29896	400
1789004278	1	7525	7525	warp	29955	400
1789004280	1	7554	7554	warp	29942	400
1789004284	1	7537	7537	warp	30019	400
1789004286	1	7542	7542	warp	30106	400
1789004288	1	7538	7538	warp	30069	400
1789004290	1	7479	7479	warp	30132	400
1789004292	1	7505	7505	warp	30162	400
1789004294	1	7471	7471	warp	30107	400
1789004296	1	7488	7488	warp	30089	400
1789004298	1	7457	7457	warp	30139	400
1789004300	1	7480	7480	warp	30104	400
1789004302	1	7473	7473	warp	30086	400
1789004304	1	7463	7463	warp	30039	400
1789004307	1	7484	7484	warp	29971	400
1789004309	1	7467	7467	warp	30022	400
1789004311	1	6578	6578	warp	30747	400
1789004313	1	165	165	warp_oss	37550	400
1789004315	1	1744	1744	warp_oss	36994	400
1789004319	1	3539	3539	warp_oss	36399	400
