epoch	n_rustc	sum_rss_mb	max_rss_mb	max_crate	avail_mb	swap_used_mb
1789002276	1	12506	12506	warp	25433	400
1789002278	1	12591	12591	warp	25399	400
1789002280	1	12904	12904	warp	25295	400
1789002282	1	12615	12615	warp	25504	400
1789002284	1	12535	12535	warp	25661	400
1789002286	1	12701	12701	warp	25423	400
1789002288	1	12521	12521	warp	25656	400
1789002290	1	12672	12672	warp	25672	400
1789002292	1	12274	12274	warp	26027	400
1789002294	1	8739	8739	warp	28776	400
1789002296	1	7380	7380	warp	30031	400
1789002298	1	5348	5348	warp	32073	400
1789002300	1	3712	3712	warp	33690	400
1789002302	1	3301	3301	warp	34175	400
1789002307	1	3061	3061	warp	34442	400
1789002309	1	2646	2646	warp	34881	400
1789002311	1	4594	4594	warp	33205	400
1789002313	1	5479	5479	warp	32369	400
1789002315	1	6449	6449	warp	31067	400
1789002317	1	6873	6873	warp	30618	400
1789002319	1	6892	6892	warp	30626	400
1789002321	1	7011	7011	warp	30631	400
1789002323	1	7195	7195	warp	30578	400
1789002325	1	7471	7471	warp	30395	400
1789002327	1	7578	7578	warp	30216	400
1789002329	1	7402	7402	warp	30301	400
1789002331	1	7591	7591	warp	30095	400
1789002333	1	7757	7757	warp	29915	400
1789002335	1	7808	7808	warp	29789	400
1789002340	1	7645	7645	warp	30033	400
1789002342	1	7922	7922	warp	29825	400
1789002344	1	8080	8080	warp	29747	400
1789002346	1	8357	8357	warp	29485	400
1789002348	1	8591	8591	warp	29275	400
1789002350	1	8490	8490	warp	29307	400
1789002352	1	8513	8513	warp	29163	400
1789002354	1	8003	8003	warp	29608	400
1789002356	1	8057	8057	warp	29445	400
1789002358	1	6712	6712	warp	30618	400
1789002360	1	6409	6409	warp	30969	400
1789002362	1	6572	6572	warp	30836	400
1789002364	1	6738	6738	warp	30841	400
1789002366	1	6950	6950	warp	30695	400
1789002368	1	6569	6569	warp	31048	400
1789002370	1	6062	6062	warp	31364	400
1789002375	1	6381	6381	warp	31242	400
1789002377	1	6679	6679	warp	30942	400
1789002379	1	6838	6838	warp	30900	400
1789002381	1	6897	6897	warp	30837	400
1789002383	1	7030	7030	warp	30722	400
1789002385	1	7195	7195	warp	30419	400
1789002387	1	7209	7209	warp	30359	400
1789002389	1	7356	7356	warp	30299	400
1789002391	1	6931	6931	warp	30662	400
1789002393	1	7053	7053	warp	30648	400
1789002395	1	6930	6930	warp	30653	400
1789002397	1	7060	7060	warp	30620	400
1789002399	1	7233	7233	warp	30483	400
1789002401	1	7267	7267	warp	30424	400
1789002403	1	7452	7452	warp	30261	400
1789002406	1	7609	7609	warp	30131	400
1789002410	1	7474	7474	warp	30142	400
1789002412	1	6935	6935	warp	30403	400
1789002414	1	5003	5003	warp	32251	400
1789002416	1	5325	5325	warp	31983	400
1789002418	1	5011	5011	warp	32306	400
1789002420	1	5271	5271	warp	32192	400
1789002422	1	5010	5010	warp	32491	400
1789002424	1	5063	5063	warp	32548	400
1789002426	1	5214	5214	warp	32454	400
1789002428	1	5362	5362	warp	32260	400
1789002430	1	3986	3986	warp	33666	400
1789002432	1	3284	3284	warp	34121	400
1789002434	1	2643	2643	warp	34617	400
1789002437	1	2633	2633	warp	34655	400
1789002439	1	1127	1127	warp	36317	400
1789002441	1	164	164	warp_oss	36725	400
1789002445	1	2382	2382	warp_oss	36259	400
1789002447	1	3308	3308	warp_oss	35826	400
