epoch	n_rustc	sum_rss_mb	max_rss_mb	max_crate	avail_mb	swap_used_mb
1789002072	0	0	0	-	37745	400
1789002074	1	1079	1079	warp	36838	400
1789002076	1	1618	1618	warp	36353	400
1789002078	1	1934	1934	warp	36164	400
1789002080	1	2269	2269	warp	35798	400
1789002082	1	2665	2665	warp	35681	400
1789002084	1	2779	2779	warp	35601	400
1789002086	1	2776	2776	warp	35637	400
1789002088	1	2820	2820	warp	35669	400
1789002091	1	2945	2945	warp	35612	400
1789002093	1	3110	3110	warp	35481	400
1789002097	1	3226	3226	warp	35385	400
1789002099	1	3298	3298	warp	35354	400
1789002101	1	3406	3406	warp	35251	400
1789002103	1	3521	3521	warp	35143	400
1789002105	1	3647	3647	warp	35028	400
1789002107	1	3752	3752	warp	34936	400
1789002109	1	3924	3924	warp	34775	400
1789002111	1	4105	4105	warp	34575	400
1789002113	1	4234	4234	warp	34479	400
1789002115	1	4395	4395	warp	34322	400
1789002117	1	4559	4559	warp	34155	400
1789002119	1	4677	4677	warp	34048	400
1789002121	1	4800	4800	warp	33920	400
1789002123	1	4924	4924	warp	33802	400
1789002125	1	5072	5072	warp	33655	400
1789002127	1	5185	5185	warp	33535	400
1789002132	1	5331	5331	warp	33387	400
1789002134	1	5459	5459	warp	33263	400
1789002136	1	5591	5591	warp	33133	400
1789002138	1	5720	5720	warp	33006	400
1789002140	1	5828	5828	warp	32910	400
1789002142	1	5892	5892	warp	32850	400
1789002144	1	5966	5966	warp	32771	400
1789002146	1	6038	6038	warp	32702	400
1789002148	1	6089	6089	warp	32640	400
1789002150	1	6124	6124	warp	32615	400
1789002152	1	6200	6200	warp	32547	400
1789002154	1	6278	6278	warp	32474	400
1789002156	1	6457	6457	warp	32278	400
1789002158	1	6499	6499	warp	32259	400
1789002160	1	6530	6530	warp	32238	400
1789002162	1	6542	6542	warp	32223	400
1789002167	1	6558	6558	warp	32206	400
1789002169	1	6873	6873	warp	31889	400
1789002171	1	7074	7074	warp	31700	400
1789002173	1	7201	7201	warp	31576	400
1789002175	1	7279	7279	warp	31507	400
1789002177	1	7385	7385	warp	31391	400
1789002179	1	7507	7507	warp	31209	400
1789002181	1	7549	7549	warp	31142	400
1789002183	1	7677	7677	warp	31082	400
1789002185	1	7772	7772	warp	30976	400
1789002187	1	7806	7806	warp	30949	400
1789002189	1	7838	7838	warp	30934	400
1789002191	1	7935	7935	warp	30799	400
1789002193	1	7967	7967	warp	30773	400
1789002195	1	8006	8006	warp	30735	400
1789002197	1	8034	8034	warp	30724	400
1789002202	1	8052	8052	warp	30721	400
1789002204	1	8087	8087	warp	30684	400
1789002206	1	8251	8251	warp	30502	400
1789002208	1	8440	8440	warp	30328	400
1789002210	1	8528	8528	warp	30241	400
1789002212	1	8682	8682	warp	30099	400
1789002214	1	8739	8739	warp	30030	400
1789002216	1	8820	8820	warp	29921	400
1789002218	1	8749	8749	warp	30058	400
1789002220	1	9065	9065	warp	29737	400
1789002222	1	9743	9743	warp	28958	400
1789002224	1	10056	10056	warp	28716	400
1789002226	1	10623	10623	warp	28124	400
1789002228	1	10964	10964	warp	27763	400
1789002230	1	11412	11412	warp	27286	400
1789002232	1	11678	11678	warp	26949	400
1789002237	1	11953	11953	warp	26657	400
1789002239	1	12257	12257	warp	26318	400
1789002241	1	12564	12564	warp	26022	400
1789002243	1	12385	12385	warp	26065	400
1789002245	1	12620	12620	warp	25907	400
1789002247	1	12752	12752	warp	25746	400
1789002249	1	13042	13042	warp	25547	400
1789002251	1	13277	13277	warp	25349	400
1789002253	1	13120	13120	warp	25418	400
1789002255	1	13286	13286	warp	25035	400
1789002257	1	12293	12293	warp	25718	400
1789002259	1	11830	11830	warp	26114	400
1789002261	1	12157	12157	warp	25855	400
1789002263	1	12034	12034	warp	25981	400
1789002265	1	12171	12171	warp	25739	400
1789002267	1	12383	12383	warp	25647	400
1789002272	1	12649	12649	warp	25385	400
1789002274	1	12356	12356	warp	25589	400
